TimeStamp: 2022/01/19 12:24:29.320396, ElapsedTime[s]: 109.891, Temperature[degC]: 16.94896, Humidity[%]: 61.17037
TimeStamp: 2022/01/19 13:30:23.900843, ElapsedTime[s]: 4064.471, Temperature[degC]: 19.85161, Humidity[%]: 48.59846
TimeStamp: 2022/01/19 13:30:25.234901, ElapsedTime[s]: 4065.805, Temperature[degC]: 19.86496, Humidity[%]: 48.52064
TimeStamp: 2022/01/19 13:30:26.567606, ElapsedTime[s]: 4067.137, Temperature[degC]: 19.88098, Humidity[%]: 48.51148
TimeStamp: 2022/01/19 13:30:27.900323, ElapsedTime[s]: 4068.471, Temperature[degC]: 19.88098, Humidity[%]: 48.41993
TimeStamp: 2022/01/19 13:30:29.233831, ElapsedTime[s]: 4069.804, Temperature[degC]: 19.88098, Humidity[%]: 48.39246
TimeStamp: 2022/01/19 13:30:30.567521, ElapsedTime[s]: 4071.138, Temperature[degC]: 19.89433, Humidity[%]: 48.41993
TimeStamp: 2022/01/19 13:30:31.900020, ElapsedTime[s]: 4072.47, Temperature[degC]: 19.88098, Humidity[%]: 48.48096
TimeStamp: 2022/01/19 13:30:33.233574, ElapsedTime[s]: 4073.804, Temperature[degC]: 19.89433, Humidity[%]: 48.5359
TimeStamp: 2022/01/19 13:30:34.566573, ElapsedTime[s]: 4075.136, Temperature[degC]: 19.89433, Humidity[%]: 48.56184
TimeStamp: 2022/01/19 13:30:35.899250, ElapsedTime[s]: 4076.47, Temperature[degC]: 19.89433, Humidity[%]: 48.54963
TimeStamp: 2022/01/19 13:30:37.233107, ElapsedTime[s]: 4077.803, Temperature[degC]: 19.90768, Humidity[%]: 48.60456
TimeStamp: 2022/01/19 13:30:38.565280, ElapsedTime[s]: 4079.136, Temperature[degC]: 19.93706, Humidity[%]: 48.55421
TimeStamp: 2022/01/19 13:30:39.898309, ElapsedTime[s]: 4080.468, Temperature[degC]: 19.95041, Humidity[%]: 48.36042
TimeStamp: 2022/01/19 13:30:41.232309, ElapsedTime[s]: 4081.803, Temperature[degC]: 19.95041, Humidity[%]: 48.30701
TimeStamp: 2022/01/19 13:30:42.565110, ElapsedTime[s]: 4083.135, Temperature[degC]: 19.96376, Humidity[%]: 48.22919
TimeStamp: 2022/01/19 13:30:43.896659, ElapsedTime[s]: 4084.467, Temperature[degC]: 19.96376, Humidity[%]: 48.15137
TimeStamp: 2022/01/19 13:30:45.230362, ElapsedTime[s]: 4085.8, Temperature[degC]: 19.97711, Humidity[%]: 48.04608
TimeStamp: 2022/01/19 13:30:46.562275, ElapsedTime[s]: 4087.133, Temperature[degC]: 19.97711, Humidity[%]: 48.02167
TimeStamp: 2022/01/19 13:30:47.894414, ElapsedTime[s]: 4088.464, Temperature[degC]: 19.99313, Humidity[%]: 48.03693
TimeStamp: 2022/01/19 13:30:49.226439, ElapsedTime[s]: 4089.798, Temperature[degC]: 19.99313, Humidity[%]: 47.99878
TimeStamp: 2022/01/19 13:30:50.560822, ElapsedTime[s]: 4091.13, Temperature[degC]: 20.00648, Humidity[%]: 47.92096
TimeStamp: 2022/01/19 13:30:51.892541, ElapsedTime[s]: 4092.465, Temperature[degC]: 20.01984, Humidity[%]: 47.85687
TimeStamp: 2022/01/19 13:30:53.227628, ElapsedTime[s]: 4093.797, Temperature[degC]: 20.03586, Humidity[%]: 47.8706
TimeStamp: 2022/01/19 13:30:54.559152, ElapsedTime[s]: 4095.13, Temperature[degC]: 20.05188, Humidity[%]: 47.88586
TimeStamp: 2022/01/19 13:30:55.892268, ElapsedTime[s]: 4096.462, Temperature[degC]: 20.05188, Humidity[%]: 47.79431
TimeStamp: 2022/01/19 13:30:57.223898, ElapsedTime[s]: 4097.795, Temperature[degC]: 20.06523, Humidity[%]: 47.79736
TimeStamp: 2022/01/19 13:30:58.556439, ElapsedTime[s]: 4099.126, Temperature[degC]: 20.09193, Humidity[%]: 47.77447
TimeStamp: 2022/01/19 13:30:59.887956, ElapsedTime[s]: 4100.458, Temperature[degC]: 20.09193, Humidity[%]: 47.73327
TimeStamp: 2022/01/19 13:31:01.220844, ElapsedTime[s]: 4101.797, Temperature[degC]: 20.10796, Humidity[%]: 47.64325
TimeStamp: 2022/01/19 13:31:02.558975, ElapsedTime[s]: 4103.134, Temperature[degC]: 20.09193, Humidity[%]: 47.66613
TimeStamp: 2022/01/19 13:31:03.896267, ElapsedTime[s]: 4104.471, Temperature[degC]: 20.10796, Humidity[%]: 47.76074
TimeStamp: 2022/01/19 13:31:05.233106, ElapsedTime[s]: 4105.809, Temperature[degC]: 20.10796, Humidity[%]: 47.83856
TimeStamp: 2022/01/19 13:31:06.571006, ElapsedTime[s]: 4107.151, Temperature[degC]: 20.09193, Humidity[%]: 47.90265
TimeStamp: 2022/01/19 13:31:07.912267, ElapsedTime[s]: 4108.488, Temperature[degC]: 20.12131, Humidity[%]: 47.80194
TimeStamp: 2022/01/19 13:31:09.248135, ElapsedTime[s]: 4109.827, Temperature[degC]: 20.14802, Humidity[%]: 47.72564
TimeStamp: 2022/01/19 13:31:10.588516, ElapsedTime[s]: 4111.158, Temperature[degC]: 20.16404, Humidity[%]: 47.67529
TimeStamp: 2022/01/19 13:31:11.920232, ElapsedTime[s]: 4112.49, Temperature[degC]: 20.16404, Humidity[%]: 47.60968
TimeStamp: 2022/01/19 13:31:13.250993, ElapsedTime[s]: 4113.821, Temperature[degC]: 20.14802, Humidity[%]: 47.59594
TimeStamp: 2022/01/19 13:31:14.583303, ElapsedTime[s]: 4115.154, Temperature[degC]: 20.17739, Humidity[%]: 47.54559
TimeStamp: 2022/01/19 13:31:15.915108, ElapsedTime[s]: 4116.485, Temperature[degC]: 20.19074, Humidity[%]: 47.4815
TimeStamp: 2022/01/19 13:31:17.246499, ElapsedTime[s]: 4117.817, Temperature[degC]: 20.19074, Humidity[%]: 47.53338
TimeStamp: 2022/01/19 13:31:18.578161, ElapsedTime[s]: 4119.148, Temperature[degC]: 20.20409, Humidity[%]: 47.49676
TimeStamp: 2022/01/19 13:31:19.909434, ElapsedTime[s]: 4120.48, Temperature[degC]: 20.20409, Humidity[%]: 47.50896
TimeStamp: 2022/01/19 13:31:21.242042, ElapsedTime[s]: 4121.812, Temperature[degC]: 20.20409, Humidity[%]: 47.43114
TimeStamp: 2022/01/19 13:31:22.572552, ElapsedTime[s]: 4123.146, Temperature[degC]: 20.22012, Humidity[%]: 47.41894
TimeStamp: 2022/01/19 13:31:23.906154, ElapsedTime[s]: 4124.476, Temperature[degC]: 20.22012, Humidity[%]: 47.44488
TimeStamp: 2022/01/19 13:31:25.237714, ElapsedTime[s]: 4125.808, Temperature[degC]: 20.22012, Humidity[%]: 47.48302
TimeStamp: 2022/01/19 13:31:26.568953, ElapsedTime[s]: 4127.139, Temperature[degC]: 20.22012, Humidity[%]: 47.47234
TimeStamp: 2022/01/19 13:31:27.900788, ElapsedTime[s]: 4128.471, Temperature[degC]: 20.23347, Humidity[%]: 47.47234
TimeStamp: 2022/01/19 13:31:29.232539, ElapsedTime[s]: 4129.803, Temperature[degC]: 20.23347, Humidity[%]: 47.4052
TimeStamp: 2022/01/19 13:31:30.564807, ElapsedTime[s]: 4131.134, Temperature[degC]: 20.23347, Humidity[%]: 47.39452
TimeStamp: 2022/01/19 13:31:31.896929, ElapsedTime[s]: 4132.467, Temperature[degC]: 20.24682, Humidity[%]: 47.40826
TimeStamp: 2022/01/19 13:31:33.229737, ElapsedTime[s]: 4133.8, Temperature[degC]: 20.26017, Humidity[%]: 47.3579
TimeStamp: 2022/01/19 13:31:34.561525, ElapsedTime[s]: 4135.132, Temperature[degC]: 20.27619, Humidity[%]: 47.35942
TimeStamp: 2022/01/19 13:31:35.893120, ElapsedTime[s]: 4136.463, Temperature[degC]: 20.26017, Humidity[%]: 47.40978
TimeStamp: 2022/01/19 13:31:37.225047, ElapsedTime[s]: 4137.795, Temperature[degC]: 20.28954, Humidity[%]: 47.38689
TimeStamp: 2022/01/19 13:31:38.556957, ElapsedTime[s]: 4139.127, Temperature[degC]: 20.30289, Humidity[%]: 47.35027
TimeStamp: 2022/01/19 13:31:39.889303, ElapsedTime[s]: 4140.459, Temperature[degC]: 20.30289, Humidity[%]: 47.33501
TimeStamp: 2022/01/19 13:31:41.222770, ElapsedTime[s]: 4141.793, Temperature[degC]: 20.31625, Humidity[%]: 47.40368
TimeStamp: 2022/01/19 13:31:42.553717, ElapsedTime[s]: 4143.124, Temperature[degC]: 20.31625, Humidity[%]: 47.37774
TimeStamp: 2022/01/19 13:31:43.885065, ElapsedTime[s]: 4144.455, Temperature[degC]: 20.33227, Humidity[%]: 47.41741
TimeStamp: 2022/01/19 13:31:45.217185, ElapsedTime[s]: 4145.787, Temperature[degC]: 20.33227, Humidity[%]: 47.35332
TimeStamp: 2022/01/19 13:31:46.548412, ElapsedTime[s]: 4147.118, Temperature[degC]: 20.33227, Humidity[%]: 47.28923
TimeStamp: 2022/01/19 13:31:47.880582, ElapsedTime[s]: 4148.451, Temperature[degC]: 20.35897, Humidity[%]: 47.19768
TimeStamp: 2022/01/19 13:31:49.213282, ElapsedTime[s]: 4149.783, Temperature[degC]: 20.34562, Humidity[%]: 47.15801
TimeStamp: 2022/01/19 13:31:50.544750, ElapsedTime[s]: 4151.115, Temperature[degC]: 20.35897, Humidity[%]: 47.08019
TimeStamp: 2022/01/19 13:31:51.876396, ElapsedTime[s]: 4152.447, Temperature[degC]: 20.35897, Humidity[%]: 47.06951
TimeStamp: 2022/01/19 13:31:53.209207, ElapsedTime[s]: 4153.782, Temperature[degC]: 20.38834, Humidity[%]: 47.07103
TimeStamp: 2022/01/19 13:31:54.543650, ElapsedTime[s]: 4155.113, Temperature[degC]: 20.40169, Humidity[%]: 47.00695
TimeStamp: 2022/01/19 13:31:55.874944, ElapsedTime[s]: 4156.446, Temperature[degC]: 20.40169, Humidity[%]: 46.9688
TimeStamp: 2022/01/19 13:31:57.207526, ElapsedTime[s]: 4157.777, Temperature[degC]: 20.40169, Humidity[%]: 46.94286
TimeStamp: 2022/01/19 13:31:58.538553, ElapsedTime[s]: 4159.109, Temperature[degC]: 20.4284, Humidity[%]: 46.95964
TimeStamp: 2022/01/19 13:31:59.871825, ElapsedTime[s]: 4160.442, Temperature[degC]: 20.4284, Humidity[%]: 46.99779
TimeStamp: 2022/01/19 13:32:01.204408, ElapsedTime[s]: 4161.781, Temperature[degC]: 20.44442, Humidity[%]: 46.9337
TimeStamp: 2022/01/19 13:32:02.543587, ElapsedTime[s]: 4163.118, Temperature[degC]: 20.4284, Humidity[%]: 46.95964
TimeStamp: 2022/01/19 13:32:03.880412, ElapsedTime[s]: 4164.456, Temperature[degC]: 20.44442, Humidity[%]: 46.96117
TimeStamp: 2022/01/19 13:32:05.218238, ElapsedTime[s]: 4165.793, Temperature[degC]: 20.4284, Humidity[%]: 47.02373
TimeStamp: 2022/01/19 13:32:06.554807, ElapsedTime[s]: 4167.134, Temperature[degC]: 20.47112, Humidity[%]: 47.0161
TimeStamp: 2022/01/19 13:32:07.894983, ElapsedTime[s]: 4168.469, Temperature[degC]: 20.44442, Humidity[%]: 46.9337
TimeStamp: 2022/01/19 13:32:09.231927, ElapsedTime[s]: 4169.811, Temperature[degC]: 20.45777, Humidity[%]: 46.90929
TimeStamp: 2022/01/19 13:32:10.573239, ElapsedTime[s]: 4171.144, Temperature[degC]: 20.45777, Humidity[%]: 46.89708
TimeStamp: 2022/01/19 13:32:11.905925, ElapsedTime[s]: 4172.476, Temperature[degC]: 20.47112, Humidity[%]: 46.89708
TimeStamp: 2022/01/19 13:32:13.237844, ElapsedTime[s]: 4173.808, Temperature[degC]: 20.5005, Humidity[%]: 46.87725
TimeStamp: 2022/01/19 13:32:14.569940, ElapsedTime[s]: 4175.14, Temperature[degC]: 20.48447, Humidity[%]: 46.94133
TimeStamp: 2022/01/19 13:32:15.902677, ElapsedTime[s]: 4176.473, Temperature[degC]: 20.5005, Humidity[%]: 46.95507
TimeStamp: 2022/01/19 13:32:17.235195, ElapsedTime[s]: 4177.805, Temperature[degC]: 20.5005, Humidity[%]: 47.03441
TimeStamp: 2022/01/19 13:32:18.566778, ElapsedTime[s]: 4179.137, Temperature[degC]: 20.5005, Humidity[%]: 47.01
TimeStamp: 2022/01/19 13:32:19.899114, ElapsedTime[s]: 4180.469, Temperature[degC]: 20.48447, Humidity[%]: 46.97948
TimeStamp: 2022/01/19 13:32:21.232137, ElapsedTime[s]: 4181.802, Temperature[degC]: 20.51385, Humidity[%]: 46.97032
TimeStamp: 2022/01/19 13:32:22.563502, ElapsedTime[s]: 4183.134, Temperature[degC]: 20.5272, Humidity[%]: 46.9337
TimeStamp: 2022/01/19 13:32:23.895479, ElapsedTime[s]: 4184.468, Temperature[degC]: 20.54055, Humidity[%]: 46.82842
TimeStamp: 2022/01/19 13:32:25.230760, ElapsedTime[s]: 4185.802, Temperature[degC]: 20.54055, Humidity[%]: 46.73686
TimeStamp: 2022/01/19 13:32:26.562086, ElapsedTime[s]: 4187.132, Temperature[degC]: 20.58327, Humidity[%]: 46.66362
TimeStamp: 2022/01/19 13:32:27.895454, ElapsedTime[s]: 4188.465, Temperature[degC]: 20.56992, Humidity[%]: 46.63615
TimeStamp: 2022/01/19 13:32:29.227795, ElapsedTime[s]: 4189.798, Temperature[degC]: 20.58327, Humidity[%]: 46.57206
TimeStamp: 2022/01/19 13:32:30.559253, ElapsedTime[s]: 4191.129, Temperature[degC]: 20.59663, Humidity[%]: 46.49729
TimeStamp: 2022/01/19 13:32:31.891308, ElapsedTime[s]: 4192.462, Temperature[degC]: 20.62867, Humidity[%]: 46.47135
TimeStamp: 2022/01/19 13:32:33.223682, ElapsedTime[s]: 4193.794, Temperature[degC]: 20.61532, Humidity[%]: 46.40574
TimeStamp: 2022/01/19 13:32:34.556456, ElapsedTime[s]: 4195.127, Temperature[degC]: 20.62867, Humidity[%]: 46.421
TimeStamp: 2022/01/19 13:32:35.888929, ElapsedTime[s]: 4196.459, Temperature[degC]: 20.62867, Humidity[%]: 46.421
TimeStamp: 2022/01/19 13:32:37.222012, ElapsedTime[s]: 4197.792, Temperature[degC]: 20.64202, Humidity[%]: 46.39658
TimeStamp: 2022/01/19 13:32:38.553793, ElapsedTime[s]: 4199.124, Temperature[degC]: 20.65537, Humidity[%]: 46.41032
TimeStamp: 2022/01/19 13:32:39.886326, ElapsedTime[s]: 4200.456, Temperature[degC]: 20.65537, Humidity[%]: 46.38437
TimeStamp: 2022/01/19 13:32:41.220402, ElapsedTime[s]: 4201.79, Temperature[degC]: 20.65537, Humidity[%]: 46.42558
TimeStamp: 2022/01/19 13:32:42.554592, ElapsedTime[s]: 4203.125, Temperature[degC]: 20.65537, Humidity[%]: 46.41032
TimeStamp: 2022/01/19 13:32:43.886781, ElapsedTime[s]: 4204.457, Temperature[degC]: 20.6981, Humidity[%]: 46.43015
TimeStamp: 2022/01/19 13:32:45.220364, ElapsedTime[s]: 4205.791, Temperature[degC]: 20.68475, Humidity[%]: 46.38896
TimeStamp: 2022/01/19 13:32:46.553750, ElapsedTime[s]: 4207.124, Temperature[degC]: 20.71145, Humidity[%]: 46.36606
TimeStamp: 2022/01/19 13:32:47.885527, ElapsedTime[s]: 4208.456, Temperature[degC]: 20.71145, Humidity[%]: 46.31418
TimeStamp: 2022/01/19 13:32:49.216650, ElapsedTime[s]: 4209.786, Temperature[degC]: 20.72747, Humidity[%]: 46.28824
TimeStamp: 2022/01/19 13:32:50.548711, ElapsedTime[s]: 4211.119, Temperature[degC]: 20.71145, Humidity[%]: 46.25925
TimeStamp: 2022/01/19 13:32:51.880007, ElapsedTime[s]: 4212.45, Temperature[degC]: 20.71145, Humidity[%]: 46.27298
TimeStamp: 2022/01/19 13:32:53.211626, ElapsedTime[s]: 4213.782, Temperature[degC]: 20.72747, Humidity[%]: 46.32792
TimeStamp: 2022/01/19 13:32:54.542999, ElapsedTime[s]: 4215.113, Temperature[degC]: 20.74082, Humidity[%]: 46.32944
TimeStamp: 2022/01/19 13:32:55.874590, ElapsedTime[s]: 4216.445, Temperature[degC]: 20.75417, Humidity[%]: 46.30655
TimeStamp: 2022/01/19 13:32:57.206663, ElapsedTime[s]: 4217.776, Temperature[degC]: 20.76752, Humidity[%]: 46.20127
TimeStamp: 2022/01/19 13:32:58.538710, ElapsedTime[s]: 4219.11, Temperature[degC]: 20.76752, Humidity[%]: 46.13565
TimeStamp: 2022/01/19 13:32:59.871283, ElapsedTime[s]: 4220.441, Temperature[degC]: 20.76752, Humidity[%]: 46.12192
TimeStamp: 2022/01/19 13:33:01.203716, ElapsedTime[s]: 4221.78, Temperature[degC]: 20.79691, Humidity[%]: 46.05936
TimeStamp: 2022/01/19 13:33:02.541543, ElapsedTime[s]: 4223.116, Temperature[degC]: 20.79691, Humidity[%]: 46.009
TimeStamp: 2022/01/19 13:33:03.877701, ElapsedTime[s]: 4224.453, Temperature[degC]: 20.82361, Humidity[%]: 46.03952
TimeStamp: 2022/01/19 13:33:05.215394, ElapsedTime[s]: 4225.79, Temperature[degC]: 20.81026, Humidity[%]: 45.97085
TimeStamp: 2022/01/19 13:33:06.551730, ElapsedTime[s]: 4227.132, Temperature[degC]: 20.81026, Humidity[%]: 45.97085
TimeStamp: 2022/01/19 13:33:07.893186, ElapsedTime[s]: 4228.468, Temperature[degC]: 20.85298, Humidity[%]: 46.04105
TimeStamp: 2022/01/19 13:33:09.230687, ElapsedTime[s]: 4229.81, Temperature[degC]: 20.83963, Humidity[%]: 46.11887
TimeStamp: 2022/01/19 13:33:10.572264, ElapsedTime[s]: 4231.142, Temperature[degC]: 20.86633, Humidity[%]: 46.09598
TimeStamp: 2022/01/19 13:33:11.904937, ElapsedTime[s]: 4232.478, Temperature[degC]: 20.83963, Humidity[%]: 46.04105
TimeStamp: 2022/01/19 13:33:13.239789, ElapsedTime[s]: 4233.81, Temperature[degC]: 20.87969, Humidity[%]: 45.99374
TimeStamp: 2022/01/19 13:33:14.573333, ElapsedTime[s]: 4235.144, Temperature[degC]: 20.87969, Humidity[%]: 45.95407
TimeStamp: 2022/01/19 13:33:15.906538, ElapsedTime[s]: 4236.477, Temperature[degC]: 20.87969, Humidity[%]: 45.99374
TimeStamp: 2022/01/19 13:33:17.240839, ElapsedTime[s]: 4237.811, Temperature[degC]: 20.87969, Humidity[%]: 45.96628
TimeStamp: 2022/01/19 13:33:18.574375, ElapsedTime[s]: 4239.145, Temperature[degC]: 20.90906, Humidity[%]: 45.92966
TimeStamp: 2022/01/19 13:33:19.907407, ElapsedTime[s]: 4240.477, Temperature[degC]: 20.89571, Humidity[%]: 45.86557
TimeStamp: 2022/01/19 13:33:21.240830, ElapsedTime[s]: 4241.811, Temperature[degC]: 20.92241, Humidity[%]: 45.78928
TimeStamp: 2022/01/19 13:33:22.573131, ElapsedTime[s]: 4243.143, Temperature[degC]: 20.93576, Humidity[%]: 45.79233
TimeStamp: 2022/01/19 13:33:23.904791, ElapsedTime[s]: 4244.475, Temperature[degC]: 20.90906, Humidity[%]: 45.73434
TimeStamp: 2022/01/19 13:33:25.236986, ElapsedTime[s]: 4245.807, Temperature[degC]: 20.92241, Humidity[%]: 45.70993
TimeStamp: 2022/01/19 13:33:26.569087, ElapsedTime[s]: 4247.139, Temperature[degC]: 20.93576, Humidity[%]: 45.70993
TimeStamp: 2022/01/19 13:33:27.901277, ElapsedTime[s]: 4248.472, Temperature[degC]: 20.93576, Humidity[%]: 45.65958
TimeStamp: 2022/01/19 13:33:29.234191, ElapsedTime[s]: 4249.804, Temperature[degC]: 20.97849, Humidity[%]: 45.65195
TimeStamp: 2022/01/19 13:33:30.566160, ElapsedTime[s]: 4251.136, Temperature[degC]: 20.97849, Humidity[%]: 45.62448
TimeStamp: 2022/01/19 13:33:31.898900, ElapsedTime[s]: 4252.47, Temperature[degC]: 20.97849, Humidity[%]: 45.62448
TimeStamp: 2022/01/19 13:33:33.232760, ElapsedTime[s]: 4253.802, Temperature[degC]: 20.97849, Humidity[%]: 45.58633
TimeStamp: 2022/01/19 13:33:34.565462, ElapsedTime[s]: 4255.136, Temperature[degC]: 20.96514, Humidity[%]: 45.67483
TimeStamp: 2022/01/19 13:33:35.898040, ElapsedTime[s]: 4256.468, Temperature[degC]: 21.00786, Humidity[%]: 45.66873
TimeStamp: 2022/01/19 13:33:37.232119, ElapsedTime[s]: 4257.802, Temperature[degC]: 21.00786, Humidity[%]: 45.64126
TimeStamp: 2022/01/19 13:33:38.564342, ElapsedTime[s]: 4259.134, Temperature[degC]: 21.02121, Humidity[%]: 45.59091
TimeStamp: 2022/01/19 13:33:39.896131, ElapsedTime[s]: 4260.467, Temperature[degC]: 21.02121, Humidity[%]: 45.49935
TimeStamp: 2022/01/19 13:33:41.229111, ElapsedTime[s]: 4261.799, Temperature[degC]: 21.03456, Humidity[%]: 45.45968
TimeStamp: 2022/01/19 13:33:42.560284, ElapsedTime[s]: 4263.134, Temperature[degC]: 21.04791, Humidity[%]: 45.51461
TimeStamp: 2022/01/19 13:33:43.895190, ElapsedTime[s]: 4264.464, Temperature[degC]: 21.03456, Humidity[%]: 45.48715
TimeStamp: 2022/01/19 13:33:45.227705, ElapsedTime[s]: 4265.798, Temperature[degC]: 21.04791, Humidity[%]: 45.52835
TimeStamp: 2022/01/19 13:33:46.559297, ElapsedTime[s]: 4267.129, Temperature[degC]: 21.06394, Humidity[%]: 45.55581
TimeStamp: 2022/01/19 13:33:47.891282, ElapsedTime[s]: 4268.463, Temperature[degC]: 21.04791, Humidity[%]: 45.58175
TimeStamp: 2022/01/19 13:33:49.223685, ElapsedTime[s]: 4269.794, Temperature[degC]: 21.10399, Humidity[%]: 45.61532
TimeStamp: 2022/01/19 13:33:50.555764, ElapsedTime[s]: 4271.126, Temperature[degC]: 21.09064, Humidity[%]: 45.60006
TimeStamp: 2022/01/19 13:33:51.887855, ElapsedTime[s]: 4272.458, Temperature[degC]: 21.09064, Humidity[%]: 45.54666
TimeStamp: 2022/01/19 13:33:53.219500, ElapsedTime[s]: 4273.79, Temperature[degC]: 21.09064, Humidity[%]: 45.48104
TimeStamp: 2022/01/19 13:33:54.551605, ElapsedTime[s]: 4275.122, Temperature[degC]: 21.09064, Humidity[%]: 45.40322
TimeStamp: 2022/01/19 13:33:55.884161, ElapsedTime[s]: 4276.454, Temperature[degC]: 21.12001, Humidity[%]: 45.36812
TimeStamp: 2022/01/19 13:33:57.216319, ElapsedTime[s]: 4277.787, Temperature[degC]: 21.12001, Humidity[%]: 45.41848
TimeStamp: 2022/01/19 13:33:58.547656, ElapsedTime[s]: 4279.118, Temperature[degC]: 21.12001, Humidity[%]: 45.35286
TimeStamp: 2022/01/19 13:33:59.879495, ElapsedTime[s]: 4280.45, Temperature[degC]: 21.13336, Humidity[%]: 45.2903
TimeStamp: 2022/01/19 13:34:01.214281, ElapsedTime[s]: 4281.791, Temperature[degC]: 21.13336, Humidity[%]: 45.31624
TimeStamp: 2022/01/19 13:34:02.551540, ElapsedTime[s]: 4283.128, Temperature[degC]: 21.13336, Humidity[%]: 45.34066
TimeStamp: 2022/01/19 13:34:03.889247, ElapsedTime[s]: 4284.464, Temperature[degC]: 21.13336, Humidity[%]: 45.31624
TimeStamp: 2022/01/19 13:34:05.225618, ElapsedTime[s]: 4285.803, Temperature[degC]: 21.13336, Humidity[%]: 45.26284
TimeStamp: 2022/01/19 13:34:06.564475, ElapsedTime[s]: 4287.143, Temperature[degC]: 21.14672, Humidity[%]: 45.27657
TimeStamp: 2022/01/19 13:34:07.903724, ElapsedTime[s]: 4288.479, Temperature[degC]: 21.14672, Humidity[%]: 45.27657
TimeStamp: 2022/01/19 13:34:09.238972, ElapsedTime[s]: 4289.818, Temperature[degC]: 21.17877, Humidity[%]: 45.30861
TimeStamp: 2022/01/19 13:34:10.579524, ElapsedTime[s]: 4291.151, Temperature[degC]: 21.14672, Humidity[%]: 45.26589
TimeStamp: 2022/01/19 13:34:11.910269, ElapsedTime[s]: 4292.48, Temperature[degC]: 21.16007, Humidity[%]: 45.3727
TimeStamp: 2022/01/19 13:34:13.241618, ElapsedTime[s]: 4293.812, Temperature[degC]: 21.19212, Humidity[%]: 45.2842
TimeStamp: 2022/01/19 13:34:14.572718, ElapsedTime[s]: 4295.143, Temperature[degC]: 21.21882, Humidity[%]: 45.31319
TimeStamp: 2022/01/19 13:34:15.903724, ElapsedTime[s]: 4296.474, Temperature[degC]: 21.17877, Humidity[%]: 45.18959
TimeStamp: 2022/01/19 13:34:17.234634, ElapsedTime[s]: 4297.805, Temperature[degC]: 21.19212, Humidity[%]: 45.16518
TimeStamp: 2022/01/19 13:34:18.565680, ElapsedTime[s]: 4299.136, Temperature[degC]: 21.20547, Humidity[%]: 45.1667
TimeStamp: 2022/01/19 13:34:19.897429, ElapsedTime[s]: 4300.468, Temperature[degC]: 21.24819, Humidity[%]: 45.18501
TimeStamp: 2022/01/19 13:34:21.229752, ElapsedTime[s]: 4301.8, Temperature[degC]: 21.21882, Humidity[%]: 45.12856
TimeStamp: 2022/01/19 13:34:22.560012, ElapsedTime[s]: 4303.131, Temperature[degC]: 21.23484, Humidity[%]: 45.06447
TimeStamp: 2022/01/19 13:34:23.891526, ElapsedTime[s]: 4304.461, Temperature[degC]: 21.23484, Humidity[%]: 45.03853
TimeStamp: 2022/01/19 13:34:25.223473, ElapsedTime[s]: 4305.795, Temperature[degC]: 21.24819, Humidity[%]: 45.05226
TimeStamp: 2022/01/19 13:34:26.554904, ElapsedTime[s]: 4307.125, Temperature[degC]: 21.26154, Humidity[%]: 45.02937
TimeStamp: 2022/01/19 13:34:27.886684, ElapsedTime[s]: 4308.457, Temperature[degC]: 21.26154, Humidity[%]: 45.02937
TimeStamp: 2022/01/19 13:34:29.219178, ElapsedTime[s]: 4309.789, Temperature[degC]: 21.2749, Humidity[%]: 44.97749
TimeStamp: 2022/01/19 13:34:30.549318, ElapsedTime[s]: 4311.122, Temperature[degC]: 21.2749, Humidity[%]: 44.94087
TimeStamp: 2022/01/19 13:34:31.883829, ElapsedTime[s]: 4312.454, Temperature[degC]: 21.2749, Humidity[%]: 44.94087
TimeStamp: 2022/01/19 13:34:33.216246, ElapsedTime[s]: 4313.787, Temperature[degC]: 21.2749, Humidity[%]: 44.97749
TimeStamp: 2022/01/19 13:34:34.547449, ElapsedTime[s]: 4315.118, Temperature[degC]: 21.29092, Humidity[%]: 44.99275
TimeStamp: 2022/01/19 13:34:35.879506, ElapsedTime[s]: 4316.45, Temperature[degC]: 21.30427, Humidity[%]: 44.9424
TimeStamp: 2022/01/19 13:34:37.212047, ElapsedTime[s]: 4317.782, Temperature[degC]: 21.30427, Humidity[%]: 44.91493
TimeStamp: 2022/01/19 13:34:38.543106, ElapsedTime[s]: 4319.113, Temperature[degC]: 21.31762, Humidity[%]: 44.94545
TimeStamp: 2022/01/19 13:34:39.875806, ElapsedTime[s]: 4320.446, Temperature[degC]: 21.33097, Humidity[%]: 44.91951
TimeStamp: 2022/01/19 13:34:41.208860, ElapsedTime[s]: 4321.779, Temperature[degC]: 21.33097, Humidity[%]: 44.89204
TimeStamp: 2022/01/19 13:34:42.541551, ElapsedTime[s]: 4323.112, Temperature[degC]: 21.31762, Humidity[%]: 44.83711
TimeStamp: 2022/01/19 13:34:43.873139, ElapsedTime[s]: 4324.443, Temperature[degC]: 21.34699, Humidity[%]: 44.81727
TimeStamp: 2022/01/19 13:34:45.205128, ElapsedTime[s]: 4325.775, Temperature[degC]: 21.34699, Humidity[%]: 44.82796
TimeStamp: 2022/01/19 13:34:46.537412, ElapsedTime[s]: 4327.107, Temperature[degC]: 21.33097, Humidity[%]: 44.82643
TimeStamp: 2022/01/19 13:34:47.869131, ElapsedTime[s]: 4328.439, Temperature[degC]: 21.34699, Humidity[%]: 44.8951
