TimeStamp: 2022/01/18 18:05:36.168, ElapsedTime[s]: 51.81901, Temperature[degC]: 20.96514, Humidity[%]: 54.61814
TimeStamp: 2022/01/18 18:20:05.652897, ElapsedTime[s]: 921.469, Temperature[degC]: 20.67139, Humidity[%]: 48.96163
TimeStamp: 2022/01/18 18:20:06.990773, ElapsedTime[s]: 922.8101, Temperature[degC]: 20.6981, Humidity[%]: 48.93721
TimeStamp: 2022/01/18 18:20:08.332803, ElapsedTime[s]: 924.151, Temperature[degC]: 20.6981, Humidity[%]: 48.89753
TimeStamp: 2022/01/18 18:20:09.675414, ElapsedTime[s]: 925.494, Temperature[degC]: 20.6981, Humidity[%]: 48.95094
TimeStamp: 2022/01/18 18:20:11.16698, ElapsedTime[s]: 926.827, Temperature[degC]: 20.6981, Humidity[%]: 48.8838
TimeStamp: 2022/01/18 18:20:12.350095, ElapsedTime[s]: 928.16, Temperature[degC]: 20.71145, Humidity[%]: 48.93874
TimeStamp: 2022/01/18 18:20:13.681808, ElapsedTime[s]: 929.493, Temperature[degC]: 20.65537, Humidity[%]: 48.9601
TimeStamp: 2022/01/18 18:20:15.16710, ElapsedTime[s]: 930.827, Temperature[degC]: 20.68475, Humidity[%]: 48.97536
TimeStamp: 2022/01/18 18:20:16.347593, ElapsedTime[s]: 932.158, Temperature[degC]: 20.65537, Humidity[%]: 48.93263
TimeStamp: 2022/01/18 18:20:17.680815, ElapsedTime[s]: 933.491, Temperature[degC]: 20.68475, Humidity[%]: 48.96163
TimeStamp: 2022/01/18 18:20:19.13963, ElapsedTime[s]: 934.825, Temperature[degC]: 20.67139, Humidity[%]: 48.94637
TimeStamp: 2022/01/18 18:20:20.346332, ElapsedTime[s]: 936.1561, Temperature[degC]: 20.67139, Humidity[%]: 48.93263
TimeStamp: 2022/01/18 18:20:21.678740, ElapsedTime[s]: 937.49, Temperature[degC]: 20.68475, Humidity[%]: 48.94789
TimeStamp: 2022/01/18 18:20:23.12377, ElapsedTime[s]: 938.823, Temperature[degC]: 20.68475, Humidity[%]: 48.96163
TimeStamp: 2022/01/18 18:20:24.343424, ElapsedTime[s]: 940.1541, Temperature[degC]: 20.67139, Humidity[%]: 48.92042
TimeStamp: 2022/01/18 18:20:25.675995, ElapsedTime[s]: 941.486, Temperature[degC]: 20.67139, Humidity[%]: 48.89601
TimeStamp: 2022/01/18 18:20:27.10906, ElapsedTime[s]: 942.823, Temperature[degC]: 20.67139, Humidity[%]: 48.89601
TimeStamp: 2022/01/18 18:20:28.343879, ElapsedTime[s]: 944.1541, Temperature[degC]: 20.68475, Humidity[%]: 48.88227
TimeStamp: 2022/01/18 18:20:29.677638, ElapsedTime[s]: 945.488, Temperature[degC]: 20.68475, Humidity[%]: 48.92347
TimeStamp: 2022/01/18 18:20:31.11055, ElapsedTime[s]: 946.822, Temperature[degC]: 20.68475, Humidity[%]: 48.90974
TimeStamp: 2022/01/18 18:20:32.343311, ElapsedTime[s]: 948.1541, Temperature[degC]: 20.68475, Humidity[%]: 48.88227
TimeStamp: 2022/01/18 18:20:33.676847, ElapsedTime[s]: 949.487, Temperature[degC]: 20.68475, Humidity[%]: 48.93416
TimeStamp: 2022/01/18 18:20:35.10029, ElapsedTime[s]: 950.822, Temperature[degC]: 20.68475, Humidity[%]: 48.93416
TimeStamp: 2022/01/18 18:20:36.343468, ElapsedTime[s]: 952.1541, Temperature[degC]: 20.67139, Humidity[%]: 48.93263
TimeStamp: 2022/01/18 18:20:37.676903, ElapsedTime[s]: 953.488, Temperature[degC]: 20.65537, Humidity[%]: 48.9189
TimeStamp: 2022/01/18 18:20:39.9979, ElapsedTime[s]: 954.821, Temperature[degC]: 20.67139, Humidity[%]: 48.92042
TimeStamp: 2022/01/18 18:20:40.340979, ElapsedTime[s]: 956.1521, Temperature[degC]: 20.67139, Humidity[%]: 48.93263
TimeStamp: 2022/01/18 18:20:41.674305, ElapsedTime[s]: 957.485, Temperature[degC]: 20.67139, Humidity[%]: 48.93263
TimeStamp: 2022/01/18 18:20:43.6599, ElapsedTime[s]: 958.817, Temperature[degC]: 20.65537, Humidity[%]: 48.9601
TimeStamp: 2022/01/18 18:20:44.338529, ElapsedTime[s]: 960.149, Temperature[degC]: 20.67139, Humidity[%]: 48.92042
TimeStamp: 2022/01/18 18:20:45.671704, ElapsedTime[s]: 961.482, Temperature[degC]: 20.65537, Humidity[%]: 48.94331
TimeStamp: 2022/01/18 18:20:47.4044, ElapsedTime[s]: 962.815, Temperature[degC]: 20.68475, Humidity[%]: 48.94789
TimeStamp: 2022/01/18 18:20:48.335051, ElapsedTime[s]: 964.147, Temperature[degC]: 20.67139, Humidity[%]: 48.97383
TimeStamp: 2022/01/18 18:20:49.668638, ElapsedTime[s]: 965.48, Temperature[degC]: 20.67139, Humidity[%]: 48.93263
TimeStamp: 2022/01/18 18:20:51.3590, ElapsedTime[s]: 966.814, Temperature[degC]: 20.65537, Humidity[%]: 48.99672
TimeStamp: 2022/01/18 18:20:52.334630, ElapsedTime[s]: 968.146, Temperature[degC]: 20.68475, Humidity[%]: 48.96163
TimeStamp: 2022/01/18 18:20:53.668781, ElapsedTime[s]: 969.4791, Temperature[degC]: 20.68475, Humidity[%]: 48.97536
TimeStamp: 2022/01/18 18:20:55.2791, ElapsedTime[s]: 970.813, Temperature[degC]: 20.67139, Humidity[%]: 48.98757
TimeStamp: 2022/01/18 18:20:56.333658, ElapsedTime[s]: 972.144, Temperature[degC]: 20.67139, Humidity[%]: 48.96163
TimeStamp: 2022/01/18 18:20:57.667540, ElapsedTime[s]: 973.478, Temperature[degC]: 20.67139, Humidity[%]: 48.97383
TimeStamp: 2022/01/18 18:20:59.335, ElapsedTime[s]: 974.811, Temperature[degC]: 20.67139, Humidity[%]: 48.96163
TimeStamp: 2022/01/18 18:21:00.330030, ElapsedTime[s]: 976.142, Temperature[degC]: 20.65537, Humidity[%]: 48.94331
TimeStamp: 2022/01/18 18:21:01.664608, ElapsedTime[s]: 977.482, Temperature[degC]: 20.67139, Humidity[%]: 48.94637
TimeStamp: 2022/01/18 18:21:03.4471, ElapsedTime[s]: 978.82, Temperature[degC]: 20.65537, Humidity[%]: 48.8777
TimeStamp: 2022/01/18 18:21:04.339456, ElapsedTime[s]: 980.155, Temperature[degC]: 20.67139, Humidity[%]: 48.89601
TimeStamp: 2022/01/18 18:21:05.677673, ElapsedTime[s]: 981.493, Temperature[degC]: 20.67139, Humidity[%]: 48.92042
TimeStamp: 2022/01/18 18:21:07.14430, ElapsedTime[s]: 982.83, Temperature[degC]: 20.67139, Humidity[%]: 48.87922
TimeStamp: 2022/01/18 18:21:08.350447, ElapsedTime[s]: 984.166, Temperature[degC]: 20.65537, Humidity[%]: 48.8777
TimeStamp: 2022/01/18 18:21:09.688650, ElapsedTime[s]: 985.5081, Temperature[degC]: 20.68475, Humidity[%]: 48.85633
TimeStamp: 2022/01/18 18:21:11.31299, ElapsedTime[s]: 986.8421, Temperature[degC]: 20.65537, Humidity[%]: 48.86549
TimeStamp: 2022/01/18 18:21:12.363405, ElapsedTime[s]: 988.1741, Temperature[degC]: 20.65537, Humidity[%]: 48.85176
TimeStamp: 2022/01/18 18:21:13.695505, ElapsedTime[s]: 989.5061, Temperature[degC]: 20.65537, Humidity[%]: 48.8777
TimeStamp: 2022/01/18 18:21:15.28768, ElapsedTime[s]: 990.8381, Temperature[degC]: 20.67139, Humidity[%]: 48.85481
TimeStamp: 2022/01/18 18:21:16.359044, ElapsedTime[s]: 992.17, Temperature[degC]: 20.62867, Humidity[%]: 48.85023
TimeStamp: 2022/01/18 18:21:17.692784, ElapsedTime[s]: 993.503, Temperature[degC]: 20.65537, Humidity[%]: 48.89296
TimeStamp: 2022/01/18 18:21:19.24995, ElapsedTime[s]: 994.836, Temperature[degC]: 20.65537, Humidity[%]: 48.85176
TimeStamp: 2022/01/18 18:21:20.356911, ElapsedTime[s]: 996.167, Temperature[degC]: 20.67139, Humidity[%]: 48.87922
TimeStamp: 2022/01/18 18:21:21.688797, ElapsedTime[s]: 997.5, Temperature[degC]: 20.65537, Humidity[%]: 48.85176
TimeStamp: 2022/01/18 18:21:23.21933, ElapsedTime[s]: 998.832, Temperature[degC]: 20.67139, Humidity[%]: 48.8426
TimeStamp: 2022/01/18 18:21:24.352620, ElapsedTime[s]: 1000.163, Temperature[degC]: 20.67139, Humidity[%]: 48.86854
TimeStamp: 2022/01/18 18:21:25.685594, ElapsedTime[s]: 1001.497, Temperature[degC]: 20.64202, Humidity[%]: 48.86396
TimeStamp: 2022/01/18 18:21:27.19189, ElapsedTime[s]: 1002.833, Temperature[degC]: 20.64202, Humidity[%]: 48.8777
TimeStamp: 2022/01/18 18:21:28.353277, ElapsedTime[s]: 1004.163, Temperature[degC]: 20.65537, Humidity[%]: 48.8777
TimeStamp: 2022/01/18 18:21:29.685272, ElapsedTime[s]: 1005.497, Temperature[degC]: 20.65537, Humidity[%]: 48.86549
TimeStamp: 2022/01/18 18:21:31.19129, ElapsedTime[s]: 1006.83, Temperature[degC]: 20.67139, Humidity[%]: 48.8426
TimeStamp: 2022/01/18 18:21:32.350340, ElapsedTime[s]: 1008.161, Temperature[degC]: 20.67139, Humidity[%]: 48.8426
TimeStamp: 2022/01/18 18:21:33.683021, ElapsedTime[s]: 1009.494, Temperature[degC]: 20.64202, Humidity[%]: 48.86396
TimeStamp: 2022/01/18 18:21:35.16277, ElapsedTime[s]: 1010.827, Temperature[degC]: 20.65537, Humidity[%]: 48.86549
TimeStamp: 2022/01/18 18:21:36.347401, ElapsedTime[s]: 1012.158, Temperature[degC]: 20.64202, Humidity[%]: 48.86396
TimeStamp: 2022/01/18 18:21:37.679867, ElapsedTime[s]: 1013.49, Temperature[degC]: 20.62867, Humidity[%]: 48.85023
TimeStamp: 2022/01/18 18:21:39.12493, ElapsedTime[s]: 1014.823, Temperature[degC]: 20.67139, Humidity[%]: 48.8426
TimeStamp: 2022/01/18 18:21:40.343805, ElapsedTime[s]: 1016.155, Temperature[degC]: 20.65537, Humidity[%]: 48.89296
TimeStamp: 2022/01/18 18:21:41.677729, ElapsedTime[s]: 1017.488, Temperature[degC]: 20.65537, Humidity[%]: 48.84108
TimeStamp: 2022/01/18 18:21:43.9466, ElapsedTime[s]: 1018.82, Temperature[degC]: 20.64202, Humidity[%]: 48.79683
TimeStamp: 2022/01/18 18:21:44.340007, ElapsedTime[s]: 1020.151, Temperature[degC]: 20.68475, Humidity[%]: 48.8426
TimeStamp: 2022/01/18 18:21:45.673442, ElapsedTime[s]: 1021.484, Temperature[degC]: 20.65537, Humidity[%]: 48.81361
TimeStamp: 2022/01/18 18:21:47.5585, ElapsedTime[s]: 1022.817, Temperature[degC]: 20.67139, Humidity[%]: 48.8426
TimeStamp: 2022/01/18 18:21:48.336342, ElapsedTime[s]: 1024.148, Temperature[degC]: 20.65537, Humidity[%]: 48.82734
TimeStamp: 2022/01/18 18:21:49.670128, ElapsedTime[s]: 1025.481, Temperature[degC]: 20.64202, Humidity[%]: 48.82429
TimeStamp: 2022/01/18 18:21:51.2854, ElapsedTime[s]: 1026.814, Temperature[degC]: 20.67139, Humidity[%]: 48.87922
TimeStamp: 2022/01/18 18:21:52.333161, ElapsedTime[s]: 1028.144, Temperature[degC]: 20.65537, Humidity[%]: 48.86549
TimeStamp: 2022/01/18 18:21:53.666097, ElapsedTime[s]: 1029.477, Temperature[degC]: 20.62867, Humidity[%]: 48.86091
TimeStamp: 2022/01/18 18:21:54.999635, ElapsedTime[s]: 1030.81, Temperature[degC]: 20.62867, Humidity[%]: 48.88838
TimeStamp: 2022/01/18 18:21:56.333712, ElapsedTime[s]: 1032.145, Temperature[degC]: 20.65537, Humidity[%]: 48.8777
TimeStamp: 2022/01/18 18:21:57.666942, ElapsedTime[s]: 1033.48, Temperature[degC]: 20.64202, Humidity[%]: 48.85023
TimeStamp: 2022/01/18 18:21:59.2727, ElapsedTime[s]: 1034.813, Temperature[degC]: 20.62867, Humidity[%]: 48.8365
TimeStamp: 2022/01/18 18:22:00.333495, ElapsedTime[s]: 1036.145, Temperature[degC]: 20.65537, Humidity[%]: 48.79988
TimeStamp: 2022/01/18 18:22:01.668352, ElapsedTime[s]: 1037.486, Temperature[degC]: 20.64202, Humidity[%]: 48.78614
TimeStamp: 2022/01/18 18:22:03.8404, ElapsedTime[s]: 1038.824, Temperature[degC]: 20.64202, Humidity[%]: 48.81361
TimeStamp: 2022/01/18 18:22:04.344394, ElapsedTime[s]: 1040.16, Temperature[degC]: 20.65537, Humidity[%]: 48.79988
TimeStamp: 2022/01/18 18:22:05.683089, ElapsedTime[s]: 1041.498, Temperature[degC]: 20.64202, Humidity[%]: 48.78614
TimeStamp: 2022/01/18 18:22:07.21784, ElapsedTime[s]: 1042.837, Temperature[degC]: 20.62867, Humidity[%]: 48.7953
TimeStamp: 2022/01/18 18:22:08.357782, ElapsedTime[s]: 1044.173, Temperature[degC]: 20.65537, Humidity[%]: 48.74952
TimeStamp: 2022/01/18 18:22:09.694764, ElapsedTime[s]: 1045.514, Temperature[degC]: 20.64202, Humidity[%]: 48.78614
TimeStamp: 2022/01/18 18:22:11.36740, ElapsedTime[s]: 1046.848, Temperature[degC]: 20.64202, Humidity[%]: 48.77241
TimeStamp: 2022/01/18 18:22:12.367072, ElapsedTime[s]: 1048.178, Temperature[degC]: 20.64202, Humidity[%]: 48.79683
TimeStamp: 2022/01/18 18:22:13.698955, ElapsedTime[s]: 1049.509, Temperature[degC]: 20.62867, Humidity[%]: 48.75868
TimeStamp: 2022/01/18 18:22:15.31422, ElapsedTime[s]: 1050.842, Temperature[degC]: 20.62867, Humidity[%]: 48.81056
TimeStamp: 2022/01/18 18:22:16.362606, ElapsedTime[s]: 1052.173, Temperature[degC]: 20.62867, Humidity[%]: 48.7953
TimeStamp: 2022/01/18 18:22:17.695073, ElapsedTime[s]: 1053.506, Temperature[degC]: 20.64202, Humidity[%]: 48.81361
TimeStamp: 2022/01/18 18:22:19.27662, ElapsedTime[s]: 1054.838, Temperature[degC]: 20.62867, Humidity[%]: 48.81056
TimeStamp: 2022/01/18 18:22:20.358244, ElapsedTime[s]: 1056.169, Temperature[degC]: 20.61532, Humidity[%]: 48.7953
TimeStamp: 2022/01/18 18:22:21.691144, ElapsedTime[s]: 1057.501, Temperature[degC]: 20.64202, Humidity[%]: 48.79683
TimeStamp: 2022/01/18 18:22:23.22252, ElapsedTime[s]: 1058.833, Temperature[degC]: 20.62867, Humidity[%]: 48.76936
TimeStamp: 2022/01/18 18:22:24.353552, ElapsedTime[s]: 1060.163, Temperature[degC]: 20.62867, Humidity[%]: 48.76936
TimeStamp: 2022/01/18 18:22:25.684819, ElapsedTime[s]: 1061.496, Temperature[degC]: 20.62867, Humidity[%]: 48.78309
TimeStamp: 2022/01/18 18:22:27.18758, ElapsedTime[s]: 1062.829, Temperature[degC]: 20.64202, Humidity[%]: 48.75868
TimeStamp: 2022/01/18 18:22:28.349243, ElapsedTime[s]: 1064.162, Temperature[degC]: 20.62867, Humidity[%]: 48.73121
TimeStamp: 2022/01/18 18:22:29.683607, ElapsedTime[s]: 1065.494, Temperature[degC]: 20.64202, Humidity[%]: 48.75868
TimeStamp: 2022/01/18 18:22:31.16195, ElapsedTime[s]: 1066.827, Temperature[degC]: 20.62867, Humidity[%]: 48.73121
TimeStamp: 2022/01/18 18:22:32.347595, ElapsedTime[s]: 1068.158, Temperature[degC]: 20.65537, Humidity[%]: 48.74952
TimeStamp: 2022/01/18 18:22:33.679062, ElapsedTime[s]: 1069.489, Temperature[degC]: 20.64202, Humidity[%]: 48.74647
TimeStamp: 2022/01/18 18:22:35.11455, ElapsedTime[s]: 1070.823, Temperature[degC]: 20.64202, Humidity[%]: 48.70527
TimeStamp: 2022/01/18 18:22:36.342707, ElapsedTime[s]: 1072.154, Temperature[degC]: 20.62867, Humidity[%]: 48.73121
TimeStamp: 2022/01/18 18:22:37.675184, ElapsedTime[s]: 1073.485, Temperature[degC]: 20.59663, Humidity[%]: 48.72816
TimeStamp: 2022/01/18 18:22:39.6673, ElapsedTime[s]: 1074.818, Temperature[degC]: 20.61532, Humidity[%]: 48.73121
TimeStamp: 2022/01/18 18:22:40.337231, ElapsedTime[s]: 1076.147, Temperature[degC]: 20.62867, Humidity[%]: 48.71748
TimeStamp: 2022/01/18 18:22:41.668352, ElapsedTime[s]: 1077.479, Temperature[degC]: 20.61532, Humidity[%]: 48.73121
TimeStamp: 2022/01/18 18:22:43.801, ElapsedTime[s]: 1078.811, Temperature[degC]: 20.64202, Humidity[%]: 48.71901
TimeStamp: 2022/01/18 18:22:44.329430, ElapsedTime[s]: 1080.14, Temperature[degC]: 20.62867, Humidity[%]: 48.75868
TimeStamp: 2022/01/18 18:22:45.661549, ElapsedTime[s]: 1081.472, Temperature[degC]: 20.64202, Humidity[%]: 48.73274
TimeStamp: 2022/01/18 18:22:46.993930, ElapsedTime[s]: 1082.805, Temperature[degC]: 20.64202, Humidity[%]: 48.70527
TimeStamp: 2022/01/18 18:22:48.327236, ElapsedTime[s]: 1084.137, Temperature[degC]: 20.62867, Humidity[%]: 48.74495
TimeStamp: 2022/01/18 18:22:49.659053, ElapsedTime[s]: 1085.47, Temperature[degC]: 20.61532, Humidity[%]: 48.70375
TimeStamp: 2022/01/18 18:22:50.991867, ElapsedTime[s]: 1086.802, Temperature[degC]: 20.64202, Humidity[%]: 48.70527
TimeStamp: 2022/01/18 18:22:52.324142, ElapsedTime[s]: 1088.135, Temperature[degC]: 20.61532, Humidity[%]: 48.71443
TimeStamp: 2022/01/18 18:22:53.655437, ElapsedTime[s]: 1089.466, Temperature[degC]: 20.65537, Humidity[%]: 48.68238
TimeStamp: 2022/01/18 18:22:54.988266, ElapsedTime[s]: 1090.799, Temperature[degC]: 20.61532, Humidity[%]: 48.71443
TimeStamp: 2022/01/18 18:22:56.321073, ElapsedTime[s]: 1092.131, Temperature[degC]: 20.61532, Humidity[%]: 48.73121
TimeStamp: 2022/01/18 18:22:57.652532, ElapsedTime[s]: 1093.463, Temperature[degC]: 20.61532, Humidity[%]: 48.71443
TimeStamp: 2022/01/18 18:22:58.983965, ElapsedTime[s]: 1094.798, Temperature[degC]: 20.62867, Humidity[%]: 48.67781
TimeStamp: 2022/01/18 18:23:00.321401, ElapsedTime[s]: 1096.133, Temperature[degC]: 20.61532, Humidity[%]: 48.73121
TimeStamp: 2022/01/18 18:23:01.654560, ElapsedTime[s]: 1097.471, Temperature[degC]: 20.61532, Humidity[%]: 48.70375
TimeStamp: 2022/01/18 18:23:02.993304, ElapsedTime[s]: 1098.809, Temperature[degC]: 20.59663, Humidity[%]: 48.7007
TimeStamp: 2022/01/18 18:23:04.331118, ElapsedTime[s]: 1100.147, Temperature[degC]: 20.62867, Humidity[%]: 48.75868
TimeStamp: 2022/01/18 18:23:05.669056, ElapsedTime[s]: 1101.484, Temperature[degC]: 20.62867, Humidity[%]: 48.71748
TimeStamp: 2022/01/18 18:23:07.6961, ElapsedTime[s]: 1102.823, Temperature[degC]: 20.62867, Humidity[%]: 48.71748
TimeStamp: 2022/01/18 18:23:08.342222, ElapsedTime[s]: 1104.157, Temperature[degC]: 20.59663, Humidity[%]: 48.7129
TimeStamp: 2022/01/18 18:23:09.679234, ElapsedTime[s]: 1105.498, Temperature[degC]: 20.62867, Humidity[%]: 48.74495
TimeStamp: 2022/01/18 18:23:11.20053, ElapsedTime[s]: 1106.83, Temperature[degC]: 20.62867, Humidity[%]: 48.71748
TimeStamp: 2022/01/18 18:23:12.350572, ElapsedTime[s]: 1108.161, Temperature[degC]: 20.61532, Humidity[%]: 48.73121
TimeStamp: 2022/01/18 18:23:13.682223, ElapsedTime[s]: 1109.493, Temperature[degC]: 20.58327, Humidity[%]: 48.70985
TimeStamp: 2022/01/18 18:23:15.15007, ElapsedTime[s]: 1110.826, Temperature[degC]: 20.61532, Humidity[%]: 48.73121
TimeStamp: 2022/01/18 18:23:16.345743, ElapsedTime[s]: 1112.156, Temperature[degC]: 20.61532, Humidity[%]: 48.74189
TimeStamp: 2022/01/18 18:23:17.677181, ElapsedTime[s]: 1113.488, Temperature[degC]: 20.59663, Humidity[%]: 48.7129
TimeStamp: 2022/01/18 18:23:19.8473, ElapsedTime[s]: 1114.819, Temperature[degC]: 20.61532, Humidity[%]: 48.70375
TimeStamp: 2022/01/18 18:23:20.338857, ElapsedTime[s]: 1116.15, Temperature[degC]: 20.61532, Humidity[%]: 48.67628
TimeStamp: 2022/01/18 18:23:21.672058, ElapsedTime[s]: 1117.482, Temperature[degC]: 20.62867, Humidity[%]: 48.70375
TimeStamp: 2022/01/18 18:23:23.4293, ElapsedTime[s]: 1118.814, Temperature[degC]: 20.64202, Humidity[%]: 48.68086
TimeStamp: 2022/01/18 18:23:24.334778, ElapsedTime[s]: 1120.145, Temperature[degC]: 20.58327, Humidity[%]: 48.69917
TimeStamp: 2022/01/18 18:23:25.667941, ElapsedTime[s]: 1121.479, Temperature[degC]: 20.59663, Humidity[%]: 48.64576
TimeStamp: 2022/01/18 18:23:27.918, ElapsedTime[s]: 1122.811, Temperature[degC]: 20.58327, Humidity[%]: 48.6595
TimeStamp: 2022/01/18 18:23:28.330371, ElapsedTime[s]: 1124.141, Temperature[degC]: 20.61532, Humidity[%]: 48.69001
TimeStamp: 2022/01/18 18:23:29.663889, ElapsedTime[s]: 1125.477, Temperature[degC]: 20.59663, Humidity[%]: 48.7007
TimeStamp: 2022/01/18 18:23:30.999311, ElapsedTime[s]: 1126.81, Temperature[degC]: 20.62867, Humidity[%]: 48.71748
TimeStamp: 2022/01/18 18:23:32.331969, ElapsedTime[s]: 1128.142, Temperature[degC]: 20.59663, Humidity[%]: 48.7007
TimeStamp: 2022/01/18 18:23:33.664129, ElapsedTime[s]: 1129.475, Temperature[degC]: 20.59663, Humidity[%]: 48.72816
TimeStamp: 2022/01/18 18:23:34.997078, ElapsedTime[s]: 1130.807, Temperature[degC]: 20.61532, Humidity[%]: 48.69001
TimeStamp: 2022/01/18 18:23:36.329679, ElapsedTime[s]: 1132.14, Temperature[degC]: 20.61532, Humidity[%]: 48.70375
TimeStamp: 2022/01/18 18:23:37.662245, ElapsedTime[s]: 1133.472, Temperature[degC]: 20.61532, Humidity[%]: 48.73121
TimeStamp: 2022/01/18 18:23:38.993703, ElapsedTime[s]: 1134.805, Temperature[degC]: 20.61532, Humidity[%]: 48.71443
TimeStamp: 2022/01/18 18:23:40.327484, ElapsedTime[s]: 1136.138, Temperature[degC]: 20.58327, Humidity[%]: 48.68544
TimeStamp: 2022/01/18 18:23:41.660340, ElapsedTime[s]: 1137.472, Temperature[degC]: 20.61532, Humidity[%]: 48.69001
TimeStamp: 2022/01/18 18:23:42.995011, ElapsedTime[s]: 1138.805, Temperature[degC]: 20.61532, Humidity[%]: 48.69001
TimeStamp: 2022/01/18 18:23:44.327150, ElapsedTime[s]: 1140.138, Temperature[degC]: 20.61532, Humidity[%]: 48.67628
TimeStamp: 2022/01/18 18:23:45.659577, ElapsedTime[s]: 1141.47, Temperature[degC]: 20.62867, Humidity[%]: 48.67781
TimeStamp: 2022/01/18 18:23:46.991916, ElapsedTime[s]: 1142.803, Temperature[degC]: 20.59663, Humidity[%]: 48.66255
TimeStamp: 2022/01/18 18:23:48.325405, ElapsedTime[s]: 1144.136, Temperature[degC]: 20.59663, Humidity[%]: 48.7007
TimeStamp: 2022/01/18 18:23:49.657139, ElapsedTime[s]: 1145.468, Temperature[degC]: 20.59663, Humidity[%]: 48.7129
TimeStamp: 2022/01/18 18:23:50.989954, ElapsedTime[s]: 1146.8, Temperature[degC]: 20.59663, Humidity[%]: 48.7129
TimeStamp: 2022/01/18 18:23:52.322349, ElapsedTime[s]: 1148.133, Temperature[degC]: 20.59663, Humidity[%]: 48.72816
TimeStamp: 2022/01/18 18:23:53.654694, ElapsedTime[s]: 1149.464, Temperature[degC]: 20.59663, Humidity[%]: 48.7007
TimeStamp: 2022/01/18 18:23:54.986245, ElapsedTime[s]: 1150.798, Temperature[degC]: 20.58327, Humidity[%]: 48.70985
TimeStamp: 2022/01/18 18:23:56.320225, ElapsedTime[s]: 1152.13, Temperature[degC]: 20.61532, Humidity[%]: 48.71443
TimeStamp: 2022/01/18 18:23:57.651548, ElapsedTime[s]: 1153.462, Temperature[degC]: 20.59663, Humidity[%]: 48.68696
TimeStamp: 2022/01/18 18:23:58.983688, ElapsedTime[s]: 1154.795, Temperature[degC]: 20.59663, Humidity[%]: 48.68696
TimeStamp: 2022/01/18 18:24:00.318285, ElapsedTime[s]: 1156.131, Temperature[degC]: 20.61532, Humidity[%]: 48.71443
TimeStamp: 2022/01/18 18:24:01.653037, ElapsedTime[s]: 1157.47, Temperature[degC]: 20.59663, Humidity[%]: 48.72816
TimeStamp: 2022/01/18 18:24:02.991801, ElapsedTime[s]: 1158.808, Temperature[degC]: 20.58327, Humidity[%]: 48.70985
TimeStamp: 2022/01/18 18:24:04.329602, ElapsedTime[s]: 1160.145, Temperature[degC]: 20.61532, Humidity[%]: 48.74189
TimeStamp: 2022/01/18 18:24:05.666670, ElapsedTime[s]: 1161.483, Temperature[degC]: 20.61532, Humidity[%]: 48.69001
TimeStamp: 2022/01/18 18:24:07.5481, ElapsedTime[s]: 1162.821, Temperature[degC]: 20.61532, Humidity[%]: 48.73121
TimeStamp: 2022/01/18 18:24:08.340415, ElapsedTime[s]: 1164.156, Temperature[degC]: 20.58327, Humidity[%]: 48.72663
TimeStamp: 2022/01/18 18:24:09.677979, ElapsedTime[s]: 1165.497, Temperature[degC]: 20.59663, Humidity[%]: 48.7007
TimeStamp: 2022/01/18 18:24:11.18231, ElapsedTime[s]: 1166.829, Temperature[degC]: 20.59663, Humidity[%]: 48.68696
TimeStamp: 2022/01/18 18:24:12.349456, ElapsedTime[s]: 1168.16, Temperature[degC]: 20.59663, Humidity[%]: 48.7129
TimeStamp: 2022/01/18 18:24:13.681043, ElapsedTime[s]: 1169.492, Temperature[degC]: 20.59663, Humidity[%]: 48.66255
TimeStamp: 2022/01/18 18:24:15.14723, ElapsedTime[s]: 1170.825, Temperature[degC]: 20.61532, Humidity[%]: 48.67628
TimeStamp: 2022/01/18 18:24:16.345306, ElapsedTime[s]: 1172.156, Temperature[degC]: 20.58327, Humidity[%]: 48.67323
TimeStamp: 2022/01/18 18:24:17.678730, ElapsedTime[s]: 1173.488, Temperature[degC]: 20.59663, Humidity[%]: 48.66255
TimeStamp: 2022/01/18 18:24:19.10365, ElapsedTime[s]: 1174.821, Temperature[degC]: 20.58327, Humidity[%]: 48.6595
TimeStamp: 2022/01/18 18:24:20.342801, ElapsedTime[s]: 1176.153, Temperature[degC]: 20.59663, Humidity[%]: 48.59541
TimeStamp: 2022/01/18 18:24:21.675971, ElapsedTime[s]: 1177.487, Temperature[degC]: 20.59663, Humidity[%]: 48.60914
TimeStamp: 2022/01/18 18:24:23.7966, ElapsedTime[s]: 1178.818, Temperature[degC]: 20.56992, Humidity[%]: 48.60456
TimeStamp: 2022/01/18 18:24:24.338602, ElapsedTime[s]: 1180.149, Temperature[degC]: 20.59663, Humidity[%]: 48.60914
TimeStamp: 2022/01/18 18:24:25.672063, ElapsedTime[s]: 1181.482, Temperature[degC]: 20.58327, Humidity[%]: 48.60762
TimeStamp: 2022/01/18 18:24:27.5218, ElapsedTime[s]: 1182.816, Temperature[degC]: 20.59663, Humidity[%]: 48.62135
TimeStamp: 2022/01/18 18:24:28.335382, ElapsedTime[s]: 1184.146, Temperature[degC]: 20.58327, Humidity[%]: 48.6183
TimeStamp: 2022/01/18 18:24:29.669124, ElapsedTime[s]: 1185.48, Temperature[degC]: 20.58327, Humidity[%]: 48.64576
